,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
287,СКМ Девелопмент,developer,https://ekb.cian.ru/sale/flat/306995637/,Екатеринбург,sale,flat,5,15,2,66.47,-1,0,11170000,2025,-1,-1,-1,Чистовая,"27,2 м²",-1,73432261790,Верх-Исетский, Викулова,41Б,Площадь 1905 года,Дом Викулов
288,ЛСР. Недвижимость,developer,https://ekb.cian.ru/sale/flat/304155616/,Екатеринбург,sale,flat,3,32,2,65.4,-1,0,11206944,2026,-1,-1,-1,Под ключ,"21,9 м²","16,3 м²",73432260921,Центр,Центральный жилрайон,,Уральская,Азина 16 ЖК
289,АТОМ,developer,https://ekb.cian.ru/sale/flat/304054498/,Екатеринбург,sale,flat,15,15,2,64.76,-1,0,11250000,2026,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,"Предчистовая, чистовая","23,9 м²","19,3 м²",73432261798,Орджоникидзевский,,,Уралмаш,Северное Сияние ЖК
290,White Group,developer,https://ekb.cian.ru/sale/flat/305877310/,Екатеринбург,sale,flat,3,32,2,78.0,-1,0,11202000,2026,-1,-1,-1,Чистовая,"24,7 м²","19,7 м²",73432267725,, Академика Парина,12/6,Чкаловская,First
291,Atlas Development,developer,https://ekb.cian.ru/sale/flat/305765061/,Екатеринбург,sale,flat,4,21,2,59.6,-1,0,11291918,2026,-1,-1,-1,Без отделки,"26,7 м²","19,7 м²",73432261729,Октябрьский, Шатурская,,Ботаническая,Атлас Ауро
292,АТОМ,developer,https://ekb.cian.ru/sale/flat/304055182/,Екатеринбург,sale,flat,8,9,2,68.5,-1,0,11250000,2024,-1,"Монолитно-кирпичный, блочный, кирпичный",-1,"Чистовая, чистовая с мебелью","26,9 м²",21 м²,73432261763,Ленинский, Академика Вонсовского,21/4,Чкаловская,Балтийский
293,Atlas Development,developer,https://ekb.cian.ru/sale/flat/303205296/,Екатеринбург,sale,flat,3,33,2,59.5,-1,0,11239074,2025,-1,-1,-1,Предчистовая,"25,6 м²","15,4 м²",73432261880,, Московская,249/2,Чкаловская,Парк Столиц
294,АТОМ,developer,https://ekb.cian.ru/sale/flat/304054720/,Екатеринбург,sale,flat,8,8,2,77.96,-1,0,11200000,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","27,2 м²","41,2 м²",73432261849,, Николая Кичигина,10/3,Чкаловская,NOVA park
295,Девелопмент-юг,developer,https://ekb.cian.ru/sale/flat/300977732/,Екатеринбург,sale,flat,2,25,2,77.6,-1,0,11407200,2026,-1,-1,-1,Чистовая,"33,2 м²","21,1 м²",73432261769,,,,Чкаловская,А Плюс ЖК
296,Брусника,developer,https://ekb.cian.ru/sale/flat/306639821/,Екатеринбург,sale,flat,8,9,2,80.91,-1,0,11520000,2026,-1,Монолитно-кирпичный,-1,Предчистовая,"28,3 м²","33,2 м²",73432261644,,,,Ботаническая,Брусника в Академическом ЖК
297,Девелопмент-юг,developer,https://ekb.cian.ru/sale/flat/300977872/,Екатеринбург,sale,flat,5,25,2,76.75,-1,0,11435750,2026,-1,-1,-1,Чистовая,"33,2 м²","21,1 м²",73432261769,,,,Чкаловская,А Плюс ЖК
298,Брусника - Екатеринбург,developer,https://ekb.cian.ru/sale/flat/309406985/,Екатеринбург,sale,flat,1,9,2,89.02,-1,0,11480000,2026,-1,Монолитно-кирпичный,-1,Предчистовая,"18,4 м²","22,3 м²",73432261723,,,,Ботаническая,Брусника в Академическом ЖК
299,Астра,developer,https://ekb.cian.ru/sale/flat/295007527/,Екатеринбург,sale,flat,2,17,2,73.4,-1,0,11487100,2026,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","33,7 м²",19 м²,73432261639,Верх-Исетский, Плотников,6А,Площадь 1905 года,Белый Парус
300,ЖилСтрой,developer,https://ekb.cian.ru/sale/flat/308975644/,Екатеринбург,sale,flat,4,25,2,55.26,-1,0,11450000,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","27,6 м²",-1,73432261630,,,,Чкаловская,Горки ЖК
301,Практика,developer,https://ekb.cian.ru/sale/flat/309072723/,Екатеринбург,sale,flat,2,25,2,73.77,-1,0,11761419,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","30,4 м²",-1,73432261782,Ленинский,,,Чкаловская,Миллениум ЖК
302,Atlas Development,developer,https://ekb.cian.ru/sale/flat/302119287/,Екатеринбург,sale,flat,3,21,2,64.8,-1,0,11742785,2026,-1,-1,-1,Без отделки,25 м²,"28,4 м²",73432261729,Октябрьский, Шатурская,,Ботаническая,Атлас Ауро
303,Стройтэк,developer,https://ekb.cian.ru/sale/flat/297392895/,Екатеринбург,sale,flat,17,25,2,70.03,-1,0,11779940,2025,-1,Монолитно-кирпичный,-1,Предчистовая,"27,6 м²","26,3 м²",73432261779,Чкаловский, 8 Марта,204,,Green Garden
304,Стройтэк,developer,https://ekb.cian.ru/sale/flat/305071359/,Екатеринбург,sale,flat,13,33,2,69.46,-1,0,11700000,2026,-1,-1,-1,Чистовая,"32,7 м²",-1,73432261879,Кировский, Малышева,145Б,Динамо,Динамика
305,Унистрой,developer,https://ekb.cian.ru/sale/flat/301334869/,Екатеринбург,sale,flat,19,34,2,52.9,-1,0,11711000,2025,-1,-1,-1,Предчистовая,"23,1 м²","16,9 м²",73432261780,, Цвиллинга,7/6,Чкаловская,Парковый квартал 2.0
306,Астра,developer,https://ekb.cian.ru/sale/flat/307585626/,Екатеринбург,sale,flat,11,30,2,62.75,-1,0,11734250,2025,-1,-1,-1,Предчистовая,-1,"14,8 м²",73432261783,Верх-Исетский,ВИЗ жилрайон,,Площадь 1905 года,Даблхаус 1:1 ЖК
307,Практика,developer,https://ekb.cian.ru/sale/flat/309072584/,Екатеринбург,sale,flat,1,25,2,68.22,-1,0,11699327,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",27 м²,-1,73432261782,Ленинский,,,Чкаловская,Миллениум ЖК
308,Брусника,developer,https://ekb.cian.ru/sale/flat/308712445/,Екатеринбург,sale,flat,1,9,2,90.48,-1,0,12080000,2027,-1,Монолитно-кирпичный,-1,Предчистовая,-1,-1,73432261644,,,,Ботаническая,Брусника в Академическом ЖК
309,Брусника,developer,https://ekb.cian.ru/sale/flat/308712410/,Екатеринбург,sale,flat,1,9,2,95.47,-1,0,12060000,2027,-1,Монолитно-кирпичный,-1,Предчистовая,-1,-1,73432261644,,,,Ботаническая,Брусника в Академическом ЖК
310,Брусника - Екатеринбург,developer,https://ekb.cian.ru/sale/flat/309407041/,Екатеринбург,sale,flat,9,9,2,90.84,-1,0,12060000,2024,-1,Монолитно-кирпичный,-1,Предчистовая,-1,-1,73432261723,,,,Ботаническая,Брусника в Академическом ЖК
311,Atlas Development,developer,https://ekb.cian.ru/sale/flat/305765023/,Екатеринбург,sale,flat,10,30,2,62.4,-1,0,12144163,2025,-1,-1,-1,Без отделки,"26,1 м²","22,2 м²",73432261880,, Московская,249/2,Чкаловская,Парк Столиц
312,Atlas Development,developer,https://ekb.cian.ru/sale/flat/309232368/,Екатеринбург,sale,flat,21,33,2,64.2,-1,0,12094438,2025,-1,-1,-1,Предчистовая,"29,1 м²","17,3 м²",73432261880,, Московская,249/2,Чкаловская,Парк Столиц
313,Астра,developer,https://ekb.cian.ru/sale/flat/294828041/,Екатеринбург,sale,flat,8,30,2,66.75,-1,0,12048375,2025,-1,-1,-1,Предчистовая,-1,"18,3 м²",73432261783,Верх-Исетский,ВИЗ жилрайон,,Площадь 1905 года,Даблхаус 1:1 ЖК
0,TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/303900586/,Екатеринбург,sale,flat,2,31,3,82.7,-1,0,9034500,2027,-1,-1,-1,Без отделки,"36,6 м²","22,2 м²",73432261635,Орджоникидзевский,,,Машиностроителей,Основинские кварталы ЖК
1,Корпорация Маяк - отдел недвижимости,real_estate_agent,https://ekb.cian.ru/sale/flat/277362588/,Екатеринбург,sale,flat,17,20,3,133.1,-1,0,12644500,2013,-1,-1,-1,-1,-1,-1,79122312964,Чкаловский, Рощинская,46,Ботаническая,Рощинский
2,АЗБУКА НЕДВИЖИМОСТИ,real_estate_agent,https://ekb.cian.ru/sale/flat/308296237/,Екатеринбург,sale,flat,5,9,3,62.4,-1,0,6400000,1992,-1,-1,-1,-1,42 м²,10 м²,79826004618,Чкаловский, Дарвина,15,Ботаническая,
3,R1 Development,developer,https://ekb.cian.ru/sale/flat/307541844/,Екатеринбург,sale,flat,4,8,3,83.55,-1,0,14168843,2026,-1,-1,-1,Чистовая,-1,-1,73432261660,Орджоникидзевский, Уральских Рабочих,26,Проспект Космонавтов,Банников Дом
4,Корпорация Маяк - отдел недвижимости,real_estate_agent,https://ekb.cian.ru/sale/flat/277363222/,Екатеринбург,sale,flat,17,20,3,116.1,-1,0,12190500,2013,-1,-1,-1,-1,-1,-1,79122312964,Чкаловский, Рощинская,46,Ботаническая,Рощинский
5,Сбербанк,real_estate_agent,https://ekb.cian.ru/sale/flat/306838606/,Екатеринбург,sale,flat,15,34,3,61.6,-1,0,9517680,-1,-1,-1,-1,-1,"40,1 м²",-1,79826513031,, Айвазовского,52,Чкаловская,Парк Столиц
6,TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298038782/,Екатеринбург,sale,flat,1,25,3,71.3,-1,0,10790100,2023,-1,Монолитно-кирпичный,-1,Предчистовая,34 м²,"20,8 м²",73432261131,Чкаловский, 8 Марта,204Д,Чкаловская,Ботаника LIFE
7,Александр Нечаев,realtor,https://ekb.cian.ru/sale/flat/309021483/,Екатеринбург,sale,flat,2,14,3,68.05,-1,0,6350000,2017,-1,-1,-1,-1,36 м²,"12,5 м²",79122310971,Чкаловский, Круговая,18,Ботаническая,Рудный
8,Квартирное бюро на Грибоедова,real_estate_agent,https://ekb.cian.ru/sale/flat/308013292/,Екатеринбург,sale,flat,3,5,3,47.0,-1,0,3300000,-1,-1,-1,-1,-1,31 м²,6 м²,79126917956,Чкаловский, Академика Губкина,74,Ботаническая,
9,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/307716008/,Екатеринбург,sale,flat,2,10,3,59.1,-1,0,5999000,-1,-1,-1,-1,-1,40 м²,8 м²,79826513715,Железнодорожный, Ватутина,11,Уральская,
10,TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298036711/,Екатеринбург,sale,flat,3,24,3,79.4,-1,0,19636000,2024,-1,Монолитно-кирпичный,-1,Предчистовая,"37,8 м²","20,3 м²",73432260879,Центр, Большакова,66,Геологическая,RedRock
11,Самолет Плюс Екатеринбург-Верхняя Пышма,real_estate_agent,https://ekb.cian.ru/sale/flat/307860514/,Екатеринбург,sale,flat,3,9,3,58.0,-1,0,5200000,-1,-1,-1,-1,-1,"36,4 м²",7 м²,79827124617,Ленинский,проезд Решетникова,7,Чкаловская,
12,Деловой Квартал,developer,https://ekb.cian.ru/sale/flat/300548275/,Екатеринбург,sale,flat,6,25,3,88.28,-1,0,13454594,2026,-1,Монолитно-кирпичный,-1,"Черновая, чистовая","36,8 м²",-1,73432287518,Октябрьский,,,Ботаническая,Премиум Кварталы Маяковка ЖК
13,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/307891631/,Екатеринбург,sale,flat,8,16,3,81.0,-1,0,10800000,2005,-1,-1,-1,-1,-1,14 м²,79827314653,Чкаловский, Родонитовая,9,Ботаническая,
14,Эталон,developer,https://ekb.cian.ru/sale/flat/308412343/,Екатеринбург,sale,flat,18,25,3,60.01,-1,0,7299906,2024,-1,Монолитно-кирпичный,-1,Предчистовая,"37,8 м²","4,8 м²",73432260872,Железнодорожный,Сортировочный жилрайон,,Уральская,Раута ЖК
15,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300165460/,Екатеринбург,sale,flat,4,8,3,93.0,-1,0,12900000,2005,-1,-1,-1,-1,-1,15 м²,79827513013,Верх-Исетский, Татищева,92,Площадь 1905 года,
16,Драже,real_estate_agent,https://ekb.cian.ru/sale/flat/308055507/,Екатеринбург,sale,flat,5,5,3,58.2,-1,0,5400000,1981,-1,-1,-1,-1,42 м²,"5,2 м²",79827113634,Железнодорожный,проспект Седова,30,Уральская,
